reviews,rating
It's McDonald's atleast they are open Laure for driive through,3 stars
Great place for a quick bite,5 stars
Dirty place very unclean and big wait for cold food!,1 star
Ashes for a cheese burger with no pickle or onion and even had ths sticker on the box. Still had pickle and onion on it,3 stars
Service was fast order was correct.,5 stars
Fries were cold and they did not like the fact I asked for fresh ones.,1 star
It's not a bad McDonald's those young kids try their best,3 stars
Food was good and quick.,5 stars
Busy as heck but still gets my order right but in need of more ppl,5 stars
"Ate 340 chicken McNuggets with a bunch of friends one night, it was awesome!",5 stars
"The manager was really mean with the employee...if them have a problem with the employee ,they must take them to the back",1 star
"Service was lovely, very helpful explaining items.",5 stars
Worst place ever very bad customer service...if i could put - stars i would.,1 star
Would get more stars if they got my order right more than 3 out of five times,3 stars
"Food lovely, slow service for fast food.",3 stars
Have a playpark for the kids to burn off some energy while enjoying food.,5 stars
This place was great nice people fresh food,5 stars
Order food here and wait 30 mins for your order.... no fast food here,1 star
Always a good quick option,5 stars
Super easy the self order station. Cosy place,5 stars
This mcds was fast for real. And that impressed both me & my friend.,5 stars
"Bad service ... I'm very disappointed, this place has awful customer service .",1 star
3 times asked for sauce for nuggets got home no sauce,1 star
"The rains made a mess of the drive thru.
20 minutes was ridiculous",3 stars
When you are starving and nothing else in sight for the pocket change you have..... well that's why i go to McDonalds.,2 stars
The place is nice and clean. Crew there is very friendly.,5 stars
What's the point of opening untill 4am and having 4 items on your menu!!,4 stars
"Friendly staff, fresh food clean atmosphere",5 stars
"Good food, very busy drive thru",4 stars
"Only one cashier, the place was super busy waited 28 Minutes for my food it was cold, worst McDonald's experience ever!",3 stars
Great customet service and extremely polite and friendly.,5 stars
A great place to grab you something to eat on the run .,5 stars
No cashiers.  Incomplete order.,4 stars
Fast and ok food... Was a little cold.,4 stars
"Hot food and quick service.  Playground with too many kids, make it too noisy.",4 stars
"I've been going to this location most of my life since it's not far from my home. So I've seen this McDonald's go through a lot of changes. The employees here generally have decent attitudes, there are a few that tend to be rude. The store is also dirty a lot of the time. It's a very busy location, and maybe it's from having a lot of foot traffic, but the floor is usually dirty, the drink station will be filthy and wet and sticky, the ketchup area will be out of ketchup, and/or there will be ketchup all over the place, too. The tables tend to be dirty, too, you usually have to clean off your own table. Also they have those light up tables that kids like, and when I go in there with my kid there will be homeless people sitting there, and they won't be eating, and they'll have their stuff all over the place and sit there for hours. And mind you, these tables seat about 8 and there will be one homeless person sitting there. My kid will want to sit there so he can play with the lights, and I'll have to tell him he can't because this one homeless person sitting at one of the largest table, is camping there. The employees don't seem to care at all that these people are doing this despite them sitting there for hours, but buying anything. Sometimes they'll even be sleeping at the table.
The kid's play area is also really crappy. They have nothing for the kids to play on like a playplace. They have 4 of these really crappy touch screen games things that rarely work properly, or at all. When I was a kid they had a huge playplace, which they took out when they remodeled the store. It even had N64's at one point, along with the playplace. But they took it all out and replaced it with a ""sitting"" place instead of a playplace. It's really awful.
So, all in all, this McDonald's is dirty, has a lot of homeless people that practically live there, and isn't really kid friendly. The food is okay, as long as it's hot food (I get a lot of cold food or my order is wrong), and the employees are generally friendly, but there have been a lot of times where the managers are rather lackluster, meaning that you can tell they don't want to be there. This location needs a lot of work. And they need to do something about the amount of homeless people that hang around in there. There hasn't been a single time I've gone there that there wasn't at least one homeless person there taking up the interactive table that kids want to sit at, with all their dirty things sitting on the table itself. The table is by the front counter, too and you can often times smell the homeless person that's sitting there the whole time you're waiting in line and waiting for your food and while you get your drinks. It is not kid friendly at all at this store. With the store being in a nicer part of town you'd expect quite a bit more cleanliness.",2 stars
"This location was awful today. They rang up our order wrong, then gave it to us still wrong. Took over 15 min to get our order and we had to ask for our drink cups so we could at least get our drinks while waiting. As we stood there, we saw almost every person have a problem with their orders. The person at the register was messing up every order and the back kept making the wrong things. Worst visit ever.",1 star
"Horrible service. Drive thru speaker was not lit up/broken and when I pulled up to order, I was greeted rudely. I asked if I could order at the window and the lady said ""i guess so."" My order was also wrong and the bacon burger came with no bacon. BAD place to visit during a 3rd shift!!",1 star
The food at this store is always done right. They seem to run a good kitchen. Things are served at the right temp and 99% of the time taste great. Unlike other stores where you've got about a 60% chance of great food.,5 stars
Worst McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1 star
"There always seems to be a rush and not in a good way. Obvious rush hours are meant to be hectic. But when most of the staff are young and  teenage-ish  and rightfully so because age and mindset it a bit understandable.  But not getting right items with orders, or taking longer the should be to get final order is saying something. Having work in the Food & Beverage industry for numerous years in various positions  I Sympathize. When an Iced flavored coffee is made so sweet  with Syrup it's undrinkable that's not acceptable nor is  Appreciated.",3 stars
"It's McDonald's not much to say.
Service was pretty fast.",4 stars
"No matter the time of day, this location always messes up my order, shorts me or makes me wait wayyyy toooo long.  Will not be going back to this location as I have given them way too many chances and for years nothing has change other then worse service.",1 star
"Two employees preparing the food simply didn't wear a mask. I am highly dissatisfied with the effort put into enforcing the wearing of a mask. Why during this pandemic, which has not settled in the least, have you not have had a keen eye on employees in order to safeguard the wellbeing of your customers. It's unacceptable to have this lack of care while thousands of healthcare workers are having to work day in and out (With a mask on!) To save lives. Consider this message before you enter this McDonald's (Or any restaurant really) because the meal you get can very well be the deciding factor on whether or not you live in weeks time.
And the fries were luke warm..",1 star
"Ordered 2 fillet o fish sandwiches after not having McDonald's for  months, ordered Xtra cheese got extra tarter instead. Had it remade got no tarter no extra cheese again. This is why ppl  are mad you make such a high wage. :(",2 stars
The food was at McDonald's standards. But the upkeep of the restaurant was less than average. Garbage cans overflowing. Foot prints all over the floor and the fountain drink dispenser wasn't draining. Its had about an inch of fluid in the waste catcher. You couldn't even set your cups down to fill them up.,2 stars
"This McDonald's, is a McDonald's that we've been frequenting on Wednesdays, we go after dinner, for a little desert with a fairly large group, and we had an excellent experience with a cashier, very friendly and was quick to ensure we had everything we needed. I normally get the turtle brownie sundae, a very delicious treat.",5 stars
"Pretty much the definition of ""meh"" and ""ok"" service. Had the unpleasant pleasure of having an older lady by the name of Precious take my order and was just awful. She had the worst ""I don't care"" kind of attitude. Worst yet,  I believe she was the shift last or manager.

Either way,  if you don't care for the customer service, the food is usually on par.",2 stars
"It's 6:15pm, line is SUPER LONG!! Waited a quite of bit of time just to order. So be prepared!!
Food was hot and fresh ( 10 piece nugget meal)",2 stars
I went to this MC Donald's because it is the closest to my home. The food was well below standard. My fish was cold and so we're the fries. From now on I will go to another MC Donald's. This one sucks. And it wasn't the first time.,1 star
"Everything Very good, but I ask for fresh fries ,and the spanish manager there wanted me to stay with warm fries ,and I said no...fresh fries are fried in the moment...they should be taught to say give us a minute your fries will be fried at the moment... because the customer is very important for us....and period...",2 stars
"Employees were great, food was good",5 stars
"Waited in line for 10mins to get stale, cold, hard, fries. My burger was cold greasy, so greasy the bread was soggy. I mean... What did I wait for? Pretty much good on this location.",1 star
Fast and friendly they have no problem giving us extra mayonnaise and salt and pepper. My boyfriend mom always gets no salt because she can't have it and every time they make sure no salt,5 stars
"Went to grab some breakfast here since Chik Fila looked closed. Placed order for 2 Bacon/Egg/Cheese Biscuits and 3 showed up on the screen and the female on the intercom was quite inconvenienced to correct my order. Waited a minute, but when the items didn't appear on the screen, I said ""Ma'am?"" and her response was ""YEA?!"" in a condescending, scathing tone. I said never mind and got out of there. Heifer needs a reality check.",1 star
For a McDonald's this place is good.  The staff for the most part are friendly and helpful.  The parking lot and drive-through are well designed.  I also like the fact that this location is open 24 hours.,4 stars
"Shamrock shakes are the best things in the world, I can't resist. I hate fast food but damn, I need these green frozen milk cups of joy. I'm certainly glad that they are not available for too long, I'd be 400 pounds! AND this McD's is open 24 hours a day, how evil!",5 stars
Lines were long even at 7pm but food was hot at this location and they don't skim on the ice cream cones,4 stars
"Boy, this place is really going down Th He tubes. I ordered a fish sandwich and there was a 1/4 piece of unmelted cheese. It was cold and looked like it was run over by a truck. What's up Golden Arches?",1 star
"This is the most run down mcdonalds I think there is in existence. What happen all the new models they have everywhere else in Orlando and the country? Came here when I first moved to the area, and was given literally rotten lettuce on my quarter pounder that I paid 30 cents extra for. I bit into the rotten lettuce and thatï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s how discovered it. I had to talk to the manager and he though making me a new one was fair. Eventually after threatening to rep",1 star
"Waited over 2 minutes at drive thru pick up window,  gave me drink without straw then was told to pull over and park after waiting. Took over 4 minutes to serve me a swiss/mushroom burger meal. I was the only person in line and only one came behind me. Not sure why I waited over 4 minutes",1 star
"Cleanest McDonald's I've had the pleasure of stopping in, in a long time.  Friendly people, manager is on top of her game.  #impressed",5 stars
Sick an tired of ordering food and finding out it's wrong when you get home and open it up. I ordered fish with extra sauce.  The box was marked properly so I left with it. Got home and it was about 1 tablespoon.,1 star
Always fast when I'm there food is hot and always treat me with respect. I will be back and will tell everyone I know this is a great McDonald's.,5 stars
"Stopped for nuggets and for once they were fresh. Usually, they're out of the cabinet and have been there well past the discard time, but that's the norm for most McDonalds.",4 stars
Got someone else's order at curbside but im lovin it,4 stars
"I go very often but today is the last time...You guys never pay attention . i think a good 65% of the time i go,  ive gotten the wrong order in the morning.  Take a little bit more pride in your work, pay attention to detail and care a bit...",1 star
"Clean, well cooked and prepared food, smiling employees, and modern interior. The nicest McDonald's I have been to in quite a while. Keep up the good work and thank you again.",5 stars
"Loud speaker at drive thru ""Due to technical difficulties we're closed."" Yet someone is getting served right in front of me?? There's a reason yall are called crackdonalds and nobody goes to yall anymore.  Thought with WAWA opening up across the street this would change,  guess i was wrong for trying.",1 star
It took us 20 mins to get to order and get our drinks...So slow...very disappointing...,2 stars
"The staff was helpful and understanding. My McDonald's app doesn't work in drive-thru, the manager was very warm and helpful getting my order filled.",5 stars
"New employees I am ok with it, but they should be able to check orders and go through the order with customers.  Keep forgetting items.",3 stars
Drink machine had no ice and didn't work. Hamburger was tasteless.,1 star
"I went at lunch time and ordered my meal and sat down at a chair. they actually brought my food out to me at the table, which I was blown away. I didn't realize they did that at McDonalds. it was a very pleasant experience.",5 stars
Went there for breakfast in the drive-through they sent me to park so they could bring me my food. I waited for 10 minutes and they never came out so I just left.,1 star
"Place is very clean, friendly. The food was ready very quick. Nice place workers very helpful and giving.",5 stars
Regularly not open during listed hours on McDonald's website.,1 star
Pleasant employees. Fast and efficient service. I get my coffee here  a lot and it's always made just right!,5 stars
Great service and great crew,5 stars
"I always order a double hamburger with extra pickles so I expect to have at least 4 or more pickles cuz it usually comes with 3, but the two I just received only had 1. When I say extra pickle, I mean extra pickle!!!

Update: I ordered the same thing again tonight but only got 1 pattie on each. Last I checked, DOUBLE hamburgers come with TWO patties.",3 stars
"The person who took our order charged us for a large meal and then rang in a small drink. When I questioned the girl giving us our items, she got defensive and accused the drink machine. She argued with us the entire time she was fixing the problems. Never again.",1 star
HORRIBLE CUSTOMER SERVICE. I ordered a cone and it was a tiny pitiful looking excuse for a cone so I asked the manager [who made it & handed it to me] to remake it the correct size and way. He said 50 cents..it looked like a childs cone..he said you can pay 50 cents or take the cone..I kept insisting he remake it..he suggested to refund my money and I took it and went to Wendy's!! it was crazy how rude the manager and the staff were. I've worked for mcds before and the service I received was extremely below par. Never going to this mcds again.,3 stars
Very good,5 stars
Worst McDonalds. The girl at the window had no idea what she was doing. She got an attitude and got her manager because she couldn't handle why we were asking for the new garlic white cheddar burger. Every worker here makes it obvious they don't want to work.,1 star
It says they're open 24/7 but when I got to the drive through at 1 am they said they're closed,1 star
If you like your burgers with extra Grease this is the place. It's the worst McDonald's I've ever been to. The outside box was only the beginning,1 star
Very poorly customer service I asked for a carmelfrapa got it with no Carmel because they didn't have any in the store I wasn't told at all I had to go inside from drive thru to find that out very unsatisfied..,1 star
"Drive thru is not what it use to be. They take far to long to be fast food, because I thought it suppose to be 30 seconds. And half the time they mess up my order.",2 stars
Thanks for the help! Staff is very professional and courteous. The place is quiet and clean. Thanks again. ï¿½ï,5 stars
"It seems like they are short-handed.
I appreciate the people who choose to go to work.  We need Americans to choose to go to work !!!!!
America needs You!!!",3 stars
It is the cleanest one we've ever been in..and the service was so pleasant.  It was nice to eat inside too,5 stars
"Pretty bad salad. This was the second time the salad was not fresh at all. Turning brown.
Manager was nice enough to have another one made and refund. But not worth the wait.",1 star
Drive thru went quick order was listed on screen paid and received order order was hot and correct no problems,5 stars
"Hot fries a must, not so hot last visit, experienced ice cream maker, please tii",4 stars
Never had a problem at this McDonald's. Staff is always friendly. Now the 1 in the Wal-Mart shopping center in Casselberry sucks rude workers and nasty establishment.,5 stars
super nice  And the full it was fresh,5 stars
"Asked the girl if she can drop me fresh McChickens please, keep in mind I got four of them, they handed me McChickens that weren't even lukewarm.
Smh.
Weren't even busy.",1 star
I placed mobile order and went to drive thru to pick up and told me to park! I waited almost half an hour and my order was still incorrect. What's purpose of ordering on line if don't get it promptly?,1 star
Always Great Service and Employees here.  Plus food. Always good hot and fresh!!!,5 stars
Chicken nuggets were fresh and hot. They needed no sauce. I went through the drive-thru and they were very efficient.,5 stars
They never get the order right and be prepared to wait for them to fix it,1 star
Just very long line and wait due to the university students,4 stars
Bummed!!! The girl behind the counter was so helpful. Pretty upsetting that ALL of the sandwiches in my order were wrong. Yay...my fries were right!,2 stars
"Pretty much what you expect from McDonald's. There's multiple drive thrus, which is good and makes it faster to get you're food compared to other ones without them.",4 stars
"This McDonald's looks like a McDonald's should. It's a good McDonald's. Great, even. Good food, too.

Built in 1989, this McDonald's is true McDonald's quality, whatever that is. Good service. Good-quality food. Clean interior. Modern on the inside, classy on the outside. Perfectly balanced, as McDonald's should be.",4 stars
Went at 2am and they said there closed!? It says 24 hours ! Lazy as s workers,1 star
I like this location. Always clean and not too busy. Recommended,5 stars
McDonald's is good however they're set up on how they take coupons causes the customer to accidentally pay normal price,3 stars
This location at this time was ok. Order for my Friend was as they wanted..,3 stars
"Worst service.  Waited 20 minutes for 6 piece buttermilk chicken tender meal in drive thru, and they got it wrong THREE times before getting my order.",1 star
"Very nice, quiet and super clean place, and if you like high tech looking restaurants then you are at home, in the other hand, the food quality excellent, highly recommended..",5 stars
"I order 10 pieces of nuggets for my pregnant wife, when we got home to eat not only was it missing 2 nuggets BUT THERE WAS HAIR IN HER NUGGETS AS WELL!",1 star
They were fast and the cheeseburgers we ordered were perfect. Probably the best McDonalds we've had in a while!,5 stars
"Always busy, fast service - I love the Sausage & Egg McMuffin + the Iced Coffee drinks! Friendly & Professional Staff.",5 stars
Food wasn't the greatest and they made meet wait for something so simple and they probably could use some customer service training.,3 stars
"The food is ok. The price is ok. If you go through the drive through, they always make you pull forward because your food isn't ready yet.",2 stars
"ZERO STAR RATING!
15 MINUTE WAIT FOR ONE EGG MCMUFFIN, COFFEE & HASH BROWN!!!
And you'll want $15.00 an hour........",1 star
It was ok as far as food from McDonald's goes. The service was fast and the lady who took my order was nice.,3 stars
"Real friendly staff, but the last time I came here there were salt and pepper shakers at every table like a real restaurant but now there's just salt and pepper packets",4 stars
French fries so yummy in my tummy,5 stars
"We went post hurricane. They would not take debit cards, and only had limited menu items. Such a mess here in FL.",5 stars
"The food here is generally good, but I've noticed that their nuggets are kind of a gamble on freshness.",3 stars
Always missing food,1 star
"Very clean, the remodel looks fantastic. The staff was friendly. Had an enjoyable lunch there today",5 stars
Always fresh when I go there and the staff are friendly never have an attitude like at other McDonald's,5 stars
Always have top notch service and food at this location. Never disappointed.,5 stars
Girl at the window was nasty and major attitude. Pulled out of line and left.,1 star
Its McDonalds not much more to say other than this is one of the locations using the order kiosks which opens up a whole new way to customize your fast food adding things you may have previously not known available,5 stars
I can find just about anything I need. The staff are always very helpful.  Im in a wheelchair and they are more then willing to help me.,5 stars
I am not a great fan of McDonald's but the drive-thru was quick and the food was as expected.,3 stars
Pretty good for a Mc'd. My late night drive thru visits were usually pretty quick and the staff pretty friendly.,4 stars
"Best McDonald's in the area, even when they have long lines they manage then very well.",5 stars
"The store has been getting a lot better over the months, would recommend!",5 stars
Drive thru a little slow but friendly people and food on par,5 stars
Good morning outstanding service the coffee was fresh the food was great the place was clean the staff was great have a great day,5 stars
Love this location. Everyone is so nice and my order is always correct.,5 stars
It was decent they messed up my cheeseburger by putting onions on it but otherwise decent,4 stars
The drive thru employees are always very nice.,5 stars
every time i visit this place i truly get sick. i think its some thing to do with how they refrigerate the food.,1 star
"Order usually comes out wrong, but they usually fix it quickly. The employees are treated terribly!",3 stars
"This is a wonderful facility, well laid-out, classic McDonald's menu items.  We enjoyed it!",5 stars
Loving how they are making new changes including in the menu. Hopefully they will bring back The Chilli Sauce.,4 stars
Really love mc D's been there since I turned 4 years old,5 stars
Very slow! Drive thru line was wrapped around the building so I went in to order. Took 15 minutes to get a cheeseburger and fries.,2 stars
"Got to love the McD fries, been a long time since I was here but when I tasted the fries, it's the best , no doubt.",5 stars
I have never had an order wrong here. Service is usually great.,5 stars
Ordered through app & pick up takes a little longer here. Staff isn't as together as other locations.,3 stars
Ur food will be hot sometimes cold or they will yet the oder wrong,3 stars
"The quarter pounder looked like it had been dropped multiple times, was in 3 pieces and way over seasoned.",3 stars
Perfect amount of salt on my fries. They supplied an ample amount of sauce with my nuggets.,5 stars
Angel is a great worker at the drive thru window! Very nice and quick@,5 stars
This restaurant has been remodeled and it looks great. The service is good and the food is fresh.,5 stars
I always go to the same place and today was the worst customer service experience ever,1 star
Went in ordered 1 mcdouble 1 mcchicken an it was a manager that took my order that didn't know how to use the register and charged me for 2 mcchicken a and a mcdouble didn't notice until I already paid an was halfway home,1 star
"The morning crew is professional, to they are a stellar group,  but the midnight shift is horrible, food is cold, desserts we're squashed and when I showed them the muffins she said""that's how they came out""",2 stars
Food is always really fresh. Very expediente service.,5 stars
"Disappointing
No McRib or chicken nuggets available",3 stars
Very good lunch was hot and nice just the way I like it,4 stars
Just had a quick coffee and pastry. Hit the spot when in a rush.,5 stars
I only give it 3 strars because they need to install a cover for when it's raining to make our orders so our whole car doesn't get soaked,3 stars
It was okay.Have not been there in over 10 years.,3 stars
Very polite at the drive thru and order is always correct,4 stars
"Average....almost every time I visit this place, however, it always smells like garbage! The staff is quite friendly, though!!",3 stars
Food was excellent! Friendly employees. Restaurant was clean and so were the restrooms. A++,5 stars
"I'm not a fan of McDonald's food, but I work nearby, so sometimes I walk where when I forget my lunch. The managers are friendly here, and that says a lot.",3 stars
I ask for some extra fries with the order and they did not gave it to me,1 star
The first time I've ate McDonalds in a very long while.  It was very fresh and a very pleasant change.  I will be going back.,3 stars
I always like coming to this McDonald's it's always clean the staff is always friendly and they were pretty quickly.,4 stars
I went to use the ketchup machine and it was messed up it went all over my close I complained about it all they told me they where sorry.  And j just bought that close!!!!very upset.,1 star
"Nice and clean environment, prompt service and order filled correctly, what else could I ask for?!?!?!",5 stars
Apparently not open 24 hours. Need updated info.,1 star
Quick service and a nice large parking lot yo sit and eat and watch the traffic go by,5 stars
Very very slow in the mornings and employees are not too friendly,2 stars
Food is great time to make your self conscious choice for a good deal!,4 stars
I can never stop eating cheese burger. Love this place!,4 stars
They seemed like they gave me old food and the fries was to hard and the buns as well,2 stars
Great service very clean restrooms. Clean dinning room friendly staff,5 stars
A little stale.....waited over 15min. for our Drive thru order.....,3 stars
"Lol. It's McDonald's what do you expect. But man, this is bottom of the barrel. Even for McDonald's it's terrible. Drive the extra 5 minutes to the other one.

3/5 for food.
-5/5 for service.",1 star
"Tables are dirty most of the time, good food, fast, weird people.",3 stars
Consistently deliver tasty food and fast service.,5 stars
Fries were cold and seemed like they were dropped back in the grease after already being cooked so were the nuggets.,2 stars
"Not as fresh as I would have liked it, but it was good.",4 stars
Best place to grab a bite,5 stars
Good service. Friendly staff. Food was served fast and hot,5 stars
Nice employees but waited 15 min for cold food,2 stars
"Food was nice, hot and fresh. Will be back",3 stars
Stopped for a quick breakfast to go.The guy inside was super quick and friendly.,5 stars
Great service,5 stars
The food sucks.. how do they mess up a kids meal and give some cold fries no bueno,1 star
McD's needs to stop messing with the $1 sodas!!,2 stars
The fries were old and the fish sandwich literally had a 1/2 slice of cheese with a pinch of tartar sauce,1 star
Always have a good experience when I do arrive.,5 stars
Fries were kind of cold but the wait was no so bad,4 stars
Service is excellent about the food sometimes comes out cold,5 stars
Drive thru times vary. Faster to go inside during the evening rush,4 stars
"Service was a bit slow, food was good, nothing wrong.",4 stars
The worker ignored me and started helping another customer in the midst of explaining to me about the new iced turtle macchiato,1 star
"Service was fast, even though it was busy.",5 stars
Service was a little slow. But people were nice,3 stars
Amazing worker's and it's faster than all the other McDonald's I've been to,5 stars
Best mcdonalds. Food tastes good. Service is pretty quick.,5 stars
Addicted to caramel frappe and fresh French fries ughhhh...lm lovin' it,5 stars
NOT a 24hr store. Either that or workers that refuse to fulfill orders,1 star
Quick service,5 stars
Burgers are good . Just check your bag before leaving the drive thru,4 stars
Typical spot can always use customer service help... & get a order correct,3 stars
They need help badly.,3 stars
Lost my order while the place was almost empty. Chicken tenders were overcooked.,2 stars
Always fast service picking up for UE or DD.  Thanks guys!,5 stars
Very clean place very precise very good happy to go there,5 stars
Love there breakfast menu. Who cant eat breakfast at any time of the fay. Right,4 stars
I can't remember so it must have been good.,4 stars
Put Cheese on my Sauage McMuffin I couldn't put no jelly on there the web tasted nasty,3 stars
The soda the Coke and dr. Pepper or both MD just straight water no ice in the machine and all the people working there are just laughing and joking around acting like a bunch of high school kids,1 star
They need more employees on the overnight shift,3 stars
"Close to I-75 easy on & off the Interstate Exit 5 from I-75, friendly service.",3 stars
"Coffee was hot and the staff is friendly, thank you for your customer service!",5 stars
"This McDonald's on Semoran, just passed 1792 is the best one that I've been to ever!",5 stars
Good service and drive thru line always moves fast,4 stars
Open 24 hours unless closed randomly for a few hours here and there...,1 star
They dork up the kids meal every time and the fries are never fresh....but it's a standard place.,2 stars
"Drive thru wasn't too busy, received my food within 5 min",4 stars
"a bad service, only cash, at 4:30 am they only receive Cash, BAD SERVICE",1 star
My son and his vanilla milkshakes! Good service and short wait.,4 stars
I ordered a grilled chicken sandwich and it was tough and undercooked. I do not recommend.,2 stars
What can I say? McDonalds is the fast foid king/queen.,5 stars
No spicy nuggets! Fast and the girls are young n kind,5 stars
Good food just slow service? Oh and no ketchup.,3 stars
Like most McDonalds they are terrible at remembering that we asked for signature sauce.,3 stars
Coffee always the best. Good Customer service finally,5 stars
Save yourself the trouble,1 star
Always somethi wrong with my food I hot a soda instead of juice and my food was cold,1 star
"It's McDonald's, good for a quick bite and decent food whenever I show up.",4 stars
The burger was good but the fries wasn't fresh.,3 stars
"As has been for the last year slow, slow service. Went inside this time, no better.",2 stars
"Dirty, slow, inefficient. They now bring your food to your table. They forgot me. So my food was colder than usual.",2 stars
I love their ice coffee.  I go 4x week for it,5 stars
My two Quarter pound burgers are so salty. Someone hands are pretty heavy to add too much salt.,3 stars
The food was just as expected. The place was clean and friendly. I'll be going back.,4 stars
Although doing construction  at drive thru wait time was not long.,4 stars
Pictures are misleading. No way does that chicken sandwich is so big liar liar pants on fire!!,2 stars
This McDonald's is always clean &employees are always so kind & helpful!,5 stars
Very friendly and professional every time I go through the drive-thru,5 stars
Had very nice customer service this morning and fast service,5 stars
Professional and Fast service. Food always is as fresh as McDonald's can be.,5 stars
You can't go wrong with having an amazing breakfast at McDonald's,5 stars
"My daughter loves happy meals...
And I usually get breakfast",3 stars
Well don't ask them for a cup of ice you might be lucky to get six cubes,2 stars
Not good waited to long for food and then the order was wrong..,1 star
Fast and friendly,5 stars
Super fast drive thru and nice kids,5 stars
Excellent and very good people,5 stars
Wrong orders....watch what they give you.....double order lanes ..mean double mistakes,2 stars
"Always good for a fast burger, fries and shake.",4 stars
Best McDonald's in area. Great staff.,5 stars
Fast service and good products.,4 stars
Great place to get Vegan products and entertainment while shopping !,5 stars
Excellent service! But everyone has room for improvement,4 stars
Restaurant with clean people are friendly it was a good place to go,4 stars
"This mcdonalds is good, correct order. Good quality",5 stars
Good customer service and short wait time.,4 stars
Took a bit to get our food. Staff was friendly,3 stars
Quick lines. Fries always hot!,4 stars
These are a great group of employees with customer service foremost,4 stars
Good place to eat when u work third shift,5 stars
Food say on the counter for like 5 min before they handed me the bag.,3 stars
Associates are friendly.  Very seldom get wrong orders. One of the cleaner stores.,4 stars
This one is always fast and usually gets it right the first time.,5 stars
I like to swing by here and get water for the kids.  You can't beat McDonalds filtered water!,4 stars
Management has been getting better,4 stars
"Food is yucky, greasy, fake, but  if you get the fries w/o salt, you have a  winner",1 star
Not as great as wendys but i do love their fries.,4 stars
Very quick and order was spot on,5 stars
Bread was  hard meet was cold looks like a old sandwich,1 star
"always good a little expensive but great, fresh",5 stars
Very good customer service!,5 stars
New construction has grown the place to small. Dont like it.,3 stars
I always have problems with my food!,1 star
"Good food, great deals w app",4 stars
Love my McChickens with buffalo sauce $1.,5 stars
"Unprofessional staff, and clearly showing poor care about customers!",1 star
"Best McDonald's in Orlando where it's always quick, friendly and hot!",5 stars
Would be more but my spicy mcchicken was very stale,3 stars
It's ok.the service stinks took too long,2 stars
"Friendly staff, and good food (for McDonald's)",5 stars
Coo for what it's worth. Not a big fast food restaurant person,3 stars
Takes a little long to get your food,3 stars
"They fast at the.  Drive thru ..,",4 stars
Food is fresh during day and usually served fresh.,5 stars
Breakfast is priced rigjt 2 egg mcmuffins for 3.55,4 stars
I think they make a good food,3 stars
The food is the same each week but it's not that good,3 stars
"Always busy, but fast accurate service",5 stars
"Professional staff, hard working",4 stars
Food's always hot n frwsh,5 stars
New counters. Greeter at the door very clean quick service,5 stars
"Horrible, most likely not stopping by this location again.",1 star
Pretty decent food. Clean facility.,5 stars
Typical visit. Fries were good.,4 stars
Curbside pickup in the rain & under 5 minutes! :),5 stars
That's all you get. Service is mediocre.,2 stars
Listening is a big problem but overall it's ok,3 stars
They did us a good one today,5 stars
